month,model,generation,token_type,channel,workload,segment,tokens,allocated_inference_cost_cents,net_revenue_cents,cost_per_mtok,inference_gross_margin,receipt_id
2025-12-01,synthetic-g4,4,input,direct,claude_code,startup_api,71313291,4874,11205,0.6834630588006378,0.5650156180276662,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,aws_marketplace,api,marketplace,14502684,3965,8657,2.733976690107845,0.5419891417350121,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,aws_marketplace,claude_code,marketplace,3212516,878,1970,2.73306031783188,0.5543147208121828,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,azure_marketplace,api,marketplace,727741,199,426,2.734489330682207,0.5328638497652582,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,agent_platform,startup_api,312960,86,187,2.747955010224949,0.5401069518716577,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,api,enterprise,2287643616,625460,976974,2.73407971252809,0.3597987254522639,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,api,mid_market_api,103183158,28211,62917,2.7340702249101545,0.5516156205794935,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,api,startup_api,12686280,3469,8324,2.734450130377069,0.5832532436328688,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,claude_code,enterprise,997602760,272753,573588,2.7340842561421943,0.5244792429409262,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,claude_code,mid_market_api,896205,245,553,2.733749532751993,0.5569620253164558,mr-1673c6225a055ecb5323ee5746cd0e43
2025-12-01,synthetic-g4,4,output,direct,claude_code,startup_api,35644481,9746,22404,2.7342241285544318,0.564988394929477,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,aws_marketplace,api,marketplace,16195403,166,241,0.10249822125451277,0.3112033195020747,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,aws_marketplace,claude_code,marketplace,2357171,24,36,0.10181696618531282,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,azure_marketplace,api,marketplace,817084,8,12,0.09790915009962256,0.33333333333333337,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,agent_platform,startup_api,319204,3,5,0.09398378466435257,0.4,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,api,enterprise,942182448,9660,9993,0.1025279129377286,0.033323326328429936,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,api,mid_market_api,124201500,1274,1893,0.10257525070148106,0.3269941891178024,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,api,startup_api,8039061,83,132,0.10324588904102108,0.3712121212121212,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,claude_code,enterprise,1119510395,11478,16092,0.10252696224406206,0.28672632363907535,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,claude_code,mid_market_api,1625398,17,25,0.10458976816755035,0.31999999999999995,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,direct,claude_code,startup_api,35175553,360,552,0.10234380679104035,0.34782608695652173,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_read,gcp_marketplace,api,marketplace,6594921,68,92,0.10310965059323683,0.26086956521739135,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,aws_marketplace,api,marketplace,4049641,346,756,0.8543967230675509,0.5423280423280423,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,aws_marketplace,claude_code,marketplace,589097,50,113,0.8487566563740776,0.5575221238938053,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,azure_marketplace,api,marketplace,204627,18,37,0.8796493131404947,0.5135135135135135,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,agent_platform,startup_api,78848,7,15,0.8877840909090909,0.5333333333333333,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,api,enterprise,235568803,20127,31231,0.8544000624734677,0.3555441708558804,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,api,mid_market_api,31048910,2653,5914,0.8544583368627111,0.551403449442002,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,api,startup_api,2012994,173,413,0.8594163718322062,0.5811138014527846,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,claude_code,enterprise,279906851,23915,50293,0.8543913775086556,0.5244865090569264,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,claude_code,mid_market_api,406869,35,78,0.8602277391494559,0.5512820512820513,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,direct,claude_code,startup_api,8795510,751,1725,0.8538447457850653,0.5646376811594203,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,cache_write,gcp_marketplace,api,marketplace,1647541,141,288,0.8558208870067573,0.5104166666666667,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,aws_marketplace,api,marketplace,40485116,2767,6041,0.6834610526989722,0.5419632511173647,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,aws_marketplace,claude_code,marketplace,5896044,403,904,0.6835091461325594,0.5542035398230089,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,azure_marketplace,api,marketplace,2040770,140,299,0.686015572553497,0.5317725752508361,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,agent_platform,startup_api,794486,54,118,0.6796847269807146,0.5423728813559322,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,api,enterprise,2355478753,161002,249829,0.6835213427204283,0.3555511970187608,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,api,mid_market_api,310489864,21223,47318,0.6835327803164615,0.551481465826958,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,api,startup_api,20099032,1373,3299,0.6831174755082733,0.5838132767505304,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,claude_code,enterprise,2798821969,191305,402307,0.6835197169341641,0.5244800612467593,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,claude_code,mid_market_api,4063938,278,627,0.6840655541496942,0.5566188197767146,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,direct,claude_code,startup_api,87958278,6012,13805,0.6835058776389416,0.5645056139080044,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,input,gcp_marketplace,api,marketplace,16486561,1127,2309,0.6835870743449771,0.5119099177132957,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,aws_marketplace,api,marketplace,20243840,5535,12082,2.734165059593437,0.5418804833636814,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,aws_marketplace,claude_code,marketplace,2951468,807,1809,2.7342325920524972,0.5538971807628523,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,azure_marketplace,api,marketplace,1020904,279,597,2.7328720428169544,0.5326633165829145,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,agent_platform,startup_api,396896,109,236,2.7463113762799325,0.538135593220339,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,api,enterprise,1177735635,322002,499656,2.734077074945601,0.3555526202026995,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,api,mid_market_api,155250497,42446,94640,2.734033115526838,0.5515004226542688,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,api,startup_api,10049770,2747,6599,2.7333958886621286,0.5837248067889074,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,claude_code,enterprise,1399422476,382613,804621,2.7340778539846746,0.5244804696869707,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,claude_code,mid_market_api,2032428,556,1255,2.735644263905044,0.5569721115537849,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,direct,claude_code,startup_api,43965020,12020,27601,2.733991705223835,0.5645085322995544,mr-1673c6225a055ecb5323ee5746cd0e43
2026-01-01,synthetic-g4,4,output,gcp_marketplace,api,marketplace,8243206,2254,4618,2.7343730097246146,0.5119099177132957,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,aws_marketplace,api,marketplace,11718780,120,175,0.10239973785667109,0.3142857142857143,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,aws_marketplace,claude_code,marketplace,2410475,25,37,0.10371399827834762,0.32432432432432434,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,azure_marketplace,api,marketplace,1244148,13,18,0.10448917652883741,0.2777777777777778,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,agent_platform,startup_api,437326,5,7,0.11433118543146303,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,api,enterprise,877410360,8996,9638,0.10252899224941907,0.06661133015148368,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,api,mid_market_api,152558473,1564,2324,0.10251806859655707,0.3270223752151463,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,api,startup_api,14184523,145,233,0.1022240931189579,0.37768240343347637,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,claude_code,enterprise,1113117941,11413,16000,0.10253181248472933,0.2866875,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,claude_code,mid_market_api,840234,9,13,0.10711301851627046,0.3076923076923077,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,direct,claude_code,startup_api,38330897,393,605,0.10252825546973242,0.35041322314049583,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_read,gcp_marketplace,api,marketplace,9503696,98,133,0.10311777649453434,0.26315789473684215,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,aws_marketplace,api,marketplace,2925804,250,545,0.8544659861015981,0.5412844036697247,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,aws_marketplace,claude_code,marketplace,601632,51,116,0.8476942715812988,0.5603448275862069,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,azure_marketplace,api,marketplace,311102,27,57,0.8678825594178116,0.5263157894736843,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,agent_platform,startup_api,108524,9,20,0.8293096457926358,0.55,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,api,enterprise,219346164,18740,30116,0.8543573162282427,0.3777394076238544,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,api,mid_market_api,38156878,3260,7267,0.8543675926526274,0.5513967249208752,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,api,startup_api,3545051,303,727,0.8547126684496218,0.5832187070151307,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,claude_code,enterprise,278286119,23777,50002,0.8544084083475252,0.5244790208391664,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,claude_code,mid_market_api,210139,18,41,0.8565758854853216,0.5609756097560976,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,direct,claude_code,startup_api,9576257,818,1891,0.8541959556849822,0.5674246430460075,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,cache_write,gcp_marketplace,api,marketplace,2375614,203,416,0.8545159272508076,0.5120192307692308,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,aws_marketplace,api,marketplace,29284136,2002,4370,0.6836465996469897,0.5418764302059497,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,aws_marketplace,claude_code,marketplace,6022745,412,923,0.6840734581988778,0.5536294691224268,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,azure_marketplace,api,marketplace,3106311,212,455,0.682481567363989,0.5340659340659341,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,agent_platform,startup_api,1090478,75,162,0.6877717844835017,0.537037037037037,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,api,enterprise,2193591226,149936,240941,0.6835184159329784,0.37770657546868325,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,api,mid_market_api,381423453,26071,58113,0.6835185355002279,0.5513740471151034,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,api,startup_api,35462680,2424,5819,0.683535480115998,0.5834335796528614,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,claude_code,enterprise,2782860489,190214,400013,0.6835197120080999,0.5244804543852325,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,claude_code,mid_market_api,2102305,144,324,0.6849624578736196,0.5555555555555556,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,direct,claude_code,startup_api,95836631,6551,15141,0.6835590871302644,0.5673337296083483,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,input,gcp_marketplace,api,marketplace,23765503,1625,3329,0.683764193840122,0.5118654250525683,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,aws_marketplace,api,marketplace,14641757,4003,8740,2.733961504756567,0.5419908466819222,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,aws_marketplace,claude_code,marketplace,3010388,823,1844,2.733866863673387,0.5536876355748372,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,azure_marketplace,api,marketplace,1554761,425,911,2.73353910986962,0.5334796926454446,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,agent_platform,startup_api,545950,149,324,2.7291876545471196,0.5401234567901234,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,api,enterprise,1096746167,299858,481859,2.7340692771256343,0.3777059264224597,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,api,mid_market_api,190738947,52150,116244,2.7341033816234708,0.5513746946078937,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,api,startup_api,17731430,4848,11640,2.7341280426902963,0.5835051546391752,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,claude_code,enterprise,1391473531,380440,800050,2.7340800347570537,0.5244797200174989,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,claude_code,mid_market_api,1050578,287,648,2.731829526222708,0.5570987654320987,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,direct,claude_code,startup_api,47916594,13101,30280,2.734125885491778,0.567338177014531,mr-1673c6225a055ecb5323ee5746cd0e43
2026-02-01,synthetic-g4,4,output,gcp_marketplace,api,marketplace,11880572,3248,6655,2.733875102983257,0.5119459053343351,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,aws_marketplace,api,marketplace,21006474,215,314,0.10234939952321365,0.3152866242038217,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,aws_marketplace,claude_code,marketplace,2839743,29,44,0.10212191737069164,0.34090909090909094,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,azure_marketplace,api,marketplace,443326,5,7,0.1127838204842486,0.2857142857142857,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,agent_platform,startup_api,266289,3,4,0.1126595540934849,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,api,enterprise,1185317122,12153,12906,0.10252952374039864,0.058344955834495615,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,api,mid_market_api,142421021,1460,2172,0.10251295698828054,0.32780847145488035,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,api,startup_api,13153954,135,216,0.10263073749535691,0.375,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,claude_code,enterprise,1245413477,12769,17902,0.10252819835191168,0.2867277399173277,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,claude_code,mid_market_api,1113859,11,17,0.09875576711235444,0.3529411764705882,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,direct,claude_code,startup_api,39145134,401,610,0.10243929679740016,0.3426229508196721,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_read,gcp_marketplace,api,marketplace,15939235,163,223,0.10226337713196398,0.26905829596412556,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,aws_marketplace,api,marketplace,5251616,449,979,0.8549749258133116,0.5413687436159347,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,aws_marketplace,claude_code,marketplace,709782,61,136,0.8594188074648272,0.5514705882352942,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,azure_marketplace,api,marketplace,110833,9,20,0.8120325173910298,0.55,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,agent_platform,startup_api,66461,6,12,0.9027850920088473,0.5,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,api,enterprise,296342722,25320,40335,0.8544161243143336,0.3722573447378208,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,api,mid_market_api,35595156,3041,6784,0.8543297295845536,0.5517393867924528,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,api,startup_api,3284879,280,675,0.852390605559596,0.5851851851851853,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,claude_code,enterprise,311339756,26601,55941,0.8544042155669962,0.5244811497828069,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,claude_code,mid_market_api,278472,24,54,0.8618460742911316,0.5555555555555556,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,direct,claude_code,startup_api,9784524,836,1903,0.8544104955948802,0.5606936416184971,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,cache_write,gcp_marketplace,api,marketplace,3986537,341,697,0.8553789918417916,0.5107604017216643,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,aws_marketplace,api,marketplace,52525139,3590,7838,0.6834822464724939,0.5419749936208216,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,aws_marketplace,claude_code,marketplace,7100691,485,1088,0.6830321161701023,0.5542279411764706,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,azure_marketplace,api,marketplace,1108595,76,162,0.6855524334856282,0.5308641975308642,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,agent_platform,startup_api,665422,45,99,0.6762625822410441,0.5454545454545454,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,api,enterprise,2963310039,202548,322663,0.6835194337894929,0.372261461648841,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,api,mid_market_api,356022802,24335,54287,0.6835236356574712,0.5517343010297124,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,api,startup_api,32877129,2248,5401,0.6837580008887029,0.5837807813367895,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,claude_code,enterprise,3113460866,212811,447534,0.6835191099524165,0.5244808215688641,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,claude_code,mid_market_api,2784811,190,430,0.6822725132872572,0.5581395348837209,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,direct,claude_code,startup_api,97855644,6688,15226,0.6834557238211012,0.5607513463811901,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,input,gcp_marketplace,api,marketplace,39863814,2725,5583,0.6835773415960651,0.5119111588751567,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,aws_marketplace,api,marketplace,26260450,7180,15674,2.7341496432848635,0.5419165497001404,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,aws_marketplace,claude_code,marketplace,3551286,971,2177,2.7342207864981867,0.5539733578318787,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,azure_marketplace,api,marketplace,555509,152,325,2.736229296015006,0.5323076923076924,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,agent_platform,startup_api,331923,91,199,2.741599708366097,0.542713567839196,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,api,enterprise,1481650522,405095,645323,2.7340792851284803,0.3722600930076876,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,api,mid_market_api,178009416,48669,108573,2.7340688539756797,0.5517393827194607,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,api,startup_api,16445838,4497,10805,2.734430437658452,0.583803794539565,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,claude_code,enterprise,1556762731,425631,895086,2.7340775284785512,0.5244803292644505,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,claude_code,mid_market_api,1392887,381,860,2.735325981217428,0.5569767441860465,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,direct,claude_code,startup_api,48919224,13375,30445,2.734098970989401,0.5606831992116932,mr-1673c6225a055ecb5323ee5746cd0e43
2026-03-01,synthetic-g4,4,output,gcp_marketplace,api,marketplace,19932143,5450,11166,2.7342769916912597,0.5119111588751567,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,aws_marketplace,api,marketplace,12846520,132,192,0.10275156229079938,0.3125,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,azure_marketplace,api,marketplace,22397034,230,326,0.10269216897201656,0.29447852760736193,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,direct,agent_platform,enterprise,437374502,4484,4886,0.10252083693712899,0.08227589029881288,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,direct,agent_platform,startup_api,270863,3,4,0.11075709860704488,0.25,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,direct,api,enterprise,1149742817,11788,11981,0.10252727675879883,0.016108838995075536,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,direct,api,mid_market_api,128450311,1317,1958,0.10252991913736978,0.32737487231869256,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,direct,api,startup_api,10833812,111,178,0.10245701143789462,0.3764044943820225,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,direct,claude_code,startup_api,39046305,400,611,0.10244247182928065,0.34533551554828146,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_read,gcp_marketplace,api,marketplace,12080577,124,169,0.10264410383709321,0.26627218934911245,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,aws_marketplace,api,marketplace,3212622,274,599,0.8528858981853452,0.5425709515859767,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,azure_marketplace,api,marketplace,5602023,478,1018,0.8532631872450362,0.5304518664047151,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,direct,agent_platform,enterprise,109348408,9343,15270,0.854424876492029,0.3881466928618206,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,direct,agent_platform,startup_api,67517,6,13,0.8886650769435845,0.5384615384615384,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,direct,api,enterprise,287439754,24559,37442,0.8544051286656751,0.34407884194220395,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,direct,api,mid_market_api,32109258,2743,6116,0.8542707526907037,0.5515042511445389,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,direct,api,startup_api,2707374,231,557,0.8532253024517484,0.585278276481149,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,direct,claude_code,startup_api,9758333,834,1908,0.8546541709531741,0.5628930817610063,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,cache_write,gcp_marketplace,api,marketplace,3021424,258,529,0.8539020011756047,0.5122873345935728,mr-1673c6225a055ecb5323ee5746cd0e43
2026-04-01,synthetic-g4,4,input,aws_marketplace,api,marketplace,32118457,2195,4793,0.6834076742852249,0.54204047569372,mr-1673c6225a055ecb5323ee5746cd0e43
